id,status,published,last_updated,league_id,competition_name,competition_id,competition_type,match_type,game_type,countdown_cricket,match_date,match_time,ground_name,ground_id,home_team_name,home_team_id,home_club_name,home_club_id,away_team_name,away_team_id,away_club_name,away_club_id,umpire_1_name,umpire_1_id,umpire_2_name,umpire_2_id,umpire_3_name,umpire_3_id,referee_name,referee_id,scorer_1_name,scorer_1_id,scorer_2_name,scorer_2_id,toss_won_by_team_id,toss,batted_first,no_of_overs,balls_per_innings,no_of_innings,result,result_description,result_applied_to,home_confirmed,away_confirmed,result_locked,scorecard_locked,match_notes,points,innings,league_name,starting_runs,dismissal_penalty
6310048,New,Yes,27/07/2024,275,Division 7C,119996,League,Limited Overs,Standard,no,27/07/2024,13:00,Harwell,11535,1st XI,284082,Harwell International CC,3220,1st XI,189998,Steventon CC,6038,,,,,,,,,,,,,189998,Steventon CC - 1st XI won the toss and elected to field,284082,45,,1,D,Harwell International CC - 1st XI - Winning Draw,284082,false,false,true,false,"<b>Harwell International CC 1st XI Innings</b><br/>
17.3 Harwell International CC 1st XI: 50 runs in 17.3 overs, 67 minutes, 3 extras<br/>21.5 3rd Wicket: 50 runs in 65 balls, 37 minutes, Graham Stevens 25 (28), Max Schofield 25 (37), 0 extras<br/>30.1 Graham Stevens: 50 runs in 87 balls, 111 minutes (6x4)<br/>31.3 Harwell International CC 1st XI: 100 runs in 31.3 overs, 116 minutes, 4 extras<br/>39.2 Harwell International CC 1st XI: 150 runs in 39.2 overs, 149 minutes, 13 extras<br/>42.6 Graham Stevens: 100 runs in 133 balls, 165 minutes (13x4)<br/>43.3 6th Wicket: 50 runs in 33 balls, 24 minutes, Graham Stevens 27 (19), Rakesh Shah 16 (14), 7 extras<br/>46.2 Harwell International CC 1st XI: 200 runs in 46.2 overs, 181 minutes, 20 extras
<br/>
<br/>
<b>Steventon CC 1st XI Innings</b><br/>
13.3 Steventon CC 1st XI: 50 runs in 13.3 overs, 51 minutes, 3 extras<br/>28.4 Steventon CC 1st XI: 100 runs in 28.4 overs, 104 minutes, 11 extras
<br/>
",,,Cherwell League,NA,NA
6588540,New,Yes,30/07/2024,,,,Friendly,Limited Overs,Standard,no,28/07/2024,00:00,Harwell,11535,Friendly XI,15138,Harwell International CC,3220,Friendly XI,330767,Ascott-under-Wychwood CC,765,,,,,,,,,,,,,330767,Ascott-under-Wychwood CC - Friendly XI won the toss and elected to bat,330767,,,1,W,Harwell International CC - Friendly XI - Won,15138,false,false,false,false,"<b>Ascott under Wychwood CC Friendly XI Innings</b><br/>
14.4 Ascott under Wychwood CC Friendly XI: 50 runs in 14.4 overs, 61 minutes, 7 extras<br/>24.7 Steve Russell: 50 runs in 83 balls, 109 minutes (3x4)<br/>26.6 Ascott under Wychwood CC Friendly XI: 100 runs in 27.0 overs, 122 minutes, 14 extras
<br/>
<br/>
<b>Harwell International CC Friendly XI Innings</b><br/>
11.5 1st Wicket: 50 runs in 71 balls, 46 minutes, Dan Strangward 16 (39), Jamie Ross 30 (32), 7 extras<br/>11.5 Harwell International CC Friendly XI: 50 runs in 11.5 overs, 46 minutes, 7 extras<br/>25.2 Harwell International CC Friendly XI: 100 runs in 25.2 overs, 109 minutes, 16 extras<br/>26.3 2nd Wicket: 50 runs in 91 balls, 66 minutes, Dan Strangward 18 (42), Rick Tanner 24 (49), 9 extras
<br/>
",,,NA,NA,NA
6310054,New,Yes,03/08/2024,275,Division 7C,119996,League,Limited Overs,Standard,no,03/08/2024,13:00,Appleton CC,,3rd XI,77936,Abingdon Vale CC,599,1st XI,284082,Harwell International CC,3220,,,,,,,,,,,,,77936,Abingdon Vale CC - 3rd XI won the toss and elected to field,284082,45,,1,W,Harwell International CC - 1st XI - Won,284082,false,false,true,false,"<b>Harwell International CC 1st XI Innings</b><br/>
13.4 Harwell International CC 1st XI: 50 runs in 13.3 overs, 52 minutes, 12 extras<br/>17.4 4th Wicket: 50 runs in 59 balls, 35 minutes, Graham Stevens 21 (26), Joe Braham 18 (33), 11 extras<br/>23.4 Harwell International CC 1st XI: 100 runs in 23.4 overs, 90 minutes, 22 extras<br/>32.5 Harwell International CC 1st XI: 150 runs in 32.5 overs, 123 minutes, 27 extras
<br/>
<br/>
<b>Abingdon Vale CC 3rd XI Innings</b><br/>
17.3 Abingdon Vale CC 3rd XI: 50 runs in 17.3 overs, 61 minutes, 12 extras<br/>21.3 Sooraj Pradeep: 5 wickets (4.3-0-10-5)<br/>33.2 Abingdon Vale CC 3rd XI: 100 runs in 33.2 overs, 116 minutes, 23 extras
<br/>
",,,Cherwell League,NA,NA
6310058,New,Yes,10/08/2024,275,Division 7C,119996,League,Limited Overs,Standard,no,10/08/2024,13:00,Harwell,11535,1st XI,284082,Harwell International CC,3220,2nd XI,356209,Dorchester-on-Thames CC,9839,,,,,,,,,,,,,356209,Dorchester-on-Thames CC - 2nd XI won the toss and elected to bat,356209,45,,1,W,Dorchester-on-Thames CC - 2nd XI - Won,356209,false,false,true,false,"<b>Dorchester-on-Thames CC 2nd XI Innings</b><br/>
24.5 Dorchester-on-Thames CC 2nd XI: 50 runs in 24.5 overs, 94 minutes, 9 extras<br/>43.3 Dorchester-on-Thames CC 2nd XI: 100 runs in 43.3 overs, 161 minutes, 19 extras
<br/>
<br/>
<b>Harwell International CC 1st XI Innings</b><br/>
28.5 Harwell International CC 1st XI: 50 runs in 28.5 overs, 115 minutes, 7 extras
<br/>
",,,Cherwell League,NA,NA
6407059,New,Yes,11/08/2024,,,,Friendly,Limited Overs,Standard,no,11/08/2024,14:00,Charlton Village Road,491,Friendly XI,121326,Wantage & Grove CC,6648,Friendly XI,15138,Harwell International CC,3220,,,,,,,,,,,,,15138,Harwell International CC - Friendly XI won the toss and elected to field,121326,,,1,W,Harwell International CC - Friendly XI - Won,15138,false,false,false,false,"<b>Wantage & Grove CC Friendly XI Innings</b><br/>
14.2 Wantage & Grove CC Friendly XI: 50 runs in 14.1 overs, 74 minutes, 17 extras<br/>33.1 Wantage & Grove CC Friendly XI: 100 runs in 33.1 overs, 146 minutes, 32 extras
<br/>
<br/>
<b>Harwell International CC Friendly XI Innings</b><br/>
7.6 Harwell International CC Friendly XI: 50 runs in 8.0 overs, 39 minutes, 11 extras<br/>9.5 2nd Wicket: 50 runs in 52 balls, 39 minutes, Jay Mumtaz 27 (21), Andy Smith 13 (31), 10 extras<br/>20.6 Harwell International CC Friendly XI: 100 runs in 21.0 overs, 93 minutes, 14 extras
<br/>
",,,NA,NA,NA
6310064,New,Yes,17/08/2024,275,Division 7C,119996,League,Limited Overs,Standard,no,17/08/2024,13:00,West Ilsley Cricket Club,,3rd XI,35370,Challow & Childrey CC,1747,1st XI,284082,Harwell International CC,3220,,,,,,,,,Cordelia Williams,6446400,,,284082,Harwell International CC - 1st XI won the toss and elected to field,35370,45,,1,W,Challow & Childrey CC - 3rd XI - Won,35370,false,false,true,false,"<b>Challow & Childrey CC 3rd XI Innings</b><br/>
11.6 Challow & Childrey CC 3rd XI: 50 runs in 11.4 overs, 46 minutes, 9 extras<br/>24.5 Challow & Childrey CC 3rd XI: 100 runs in 24.5 overs, 92 minutes, 12 extras<br/>39.1 Challow & Childrey CC 3rd XI: 150 runs in 39.1 overs, 138 minutes, 17 extras
<br/>
<br/>
<b>Harwell International CC 1st XI Innings</b><br/>
14.5 Harwell International CC 1st XI: 50 runs in 14.4 overs, 56 minutes, 17 extras<br/>33.8 Harwell International CC 1st XI: 100 runs in 33.5 overs, 116 minutes, 30 extras<br/>36.4 8th Wicket: 50 runs in 71 balls, 39 minutes, Sooraj Pradeep 16 (33), Ethin George 22 (38), 12 extras
<br/>
",,,Cherwell League,NA,NA
6588542,New,Yes,18/08/2024,,,,Friendly,Limited Overs,Standard,no,18/08/2024,00:00,Aldworth CC - Recreation Ground,59468,Friendly XI,190178,Aldworth CC,11866,Friendly XI,15138,Harwell International CC,3220,,,,,,,,,,,,,190178,Aldworth CC - Friendly XI won the toss and elected to bat,190178,,,1,W,Aldworth CC - Friendly XI - Won,190178,false,false,false,false,"<b>Aldworth CC Friendly XI Innings</b><br/>
9.2 Aldworth CC Friendly XI: 50 runs in 9.2 overs, 35 minutes, 10 extras<br/>9.4 2nd Wicket: 50 runs in 47 balls, 28 minutes, Sam Wardlaw 9 (24), A Wardlaw 35 (23), 9 extras<br/>12.2 A Wardlaw: 50 runs in 31 balls, 37 minutes (8x4, 2x6)<br/>14.6 Aldworth CC Friendly XI: 100 runs in 15.0 overs, 59 minutes, 12 extras<br/>15.2 2nd Wicket: 100 runs in 81 balls, 52 minutes, Sam Wardlaw 27 (42), A Wardlaw 59 (39), 15 extras<br/>18.3 Aldworth CC Friendly XI: 150 runs in 18.3 overs, 80 minutes, 18 extras<br/>19.4 A Wardlaw: 100 runs in 54 balls, 77 minutes (12x4, 7x6)<br/>20.5 4th Wicket: 50 runs in 18 balls, 16 minutes, A Wardlaw 23 (9), Hamish Smellie 32 (9), 0 extras<br/>21.4 Aldworth CC Friendly XI: 200 runs in 21.4 overs, 97 minutes, 18 extras<br/>25.3 4th Wicket: 100 runs in 46 balls, 36 minutes, A Wardlaw 61 (25), Hamish Smellie 41 (21), 1 extra<br/>26.3 Aldworth CC Friendly XI: 250 runs in 26.3 overs, 117 minutes, 20 extras<br/>26.4 A Wardlaw: 150 runs in 77 balls, 108 minutes (17x4, 12x6)<br/>26.8 Hamish Smellie: 50 runs in 25 balls, 43 minutes (4x4, 4x6)<br/>28.1 4th Wicket: 150 runs in 65 balls, 49 minutes, A Wardlaw 82 (34), Hamish Smellie 64 (31), 4 extras<br/>29.3 Aldworth CC Friendly XI: 300 runs in 29.3 overs, 132 minutes, 22 extras<br/>31.1 Hamish Smellie: 100 runs in 45 balls, 61 minutes (10x4, 8x6)<br/>31.1 4th Wicket: 200 runs in 84 balls, 62 minutes, A Wardlaw 90 (39), Hamish Smellie 105 (45), 5 extras<br/>31.4 Aldworth CC Friendly XI: 350 runs in 31.4 overs, 141 minutes, 23 extras<br/>33.6 A Wardlaw: 200 runs in 97 balls, 144 minutes (23x4, 14x6)<br/>34.3 4th Wicket: 250 runs in 104 balls, 79 minutes, A Wardlaw 122 (52), Hamish Smellie 126 (52), 5 extras
<br/>
<br/>
<b>Harwell International CC Friendly XI Innings</b><br/>
5.1 2nd Wicket: 50 runs in 29 balls, 23 minutes, Jamie Ross 22 (17), James Goldsby-West 25 (12), 5 extras<br/>5.1 Harwell International CC Friendly XI: 50 runs in 5.1 overs, 24 minutes, 5 extras<br/>17.2 Harwell International CC Friendly XI: 100 runs in 17.2 overs, 73 minutes, 10 extras<br/>22.7 6th Wicket: 50 runs in 56 balls, 32 minutes, Thomas Forrest 13 (25), Chamal Perera 30 (31), 8 extras<br/>23.6 Harwell International CC Friendly XI: 150 runs in 23.5 overs, 95 minutes, 20 extras<br/>29.1 6th Wicket: 100 runs in 93 balls, 50 minutes, Thomas Forrest 45 (50), Chamal Perera 44 (43), 14 extras<br/>30.4 Thomas Forrest: 50 runs in 71 balls, 77 minutes (7x4, 1x6)<br/>30.5 Harwell International CC Friendly XI: 200 runs in 30.5 overs, 114 minutes, 21 extras<br/>31.6 Chamal Perera: 50 runs in 50 balls, 58 minutes (10x4)
<br/>
",,,NA,NA,NA
6310071,New,Yes,24/08/2024,275,Division 7C,119996,League,Limited Overs,Standard,no,24/08/2024,13:00,Harwell,11535,1st XI,284082,Harwell International CC,3220,2nd XI,119942,East & West Hendred CC,2436,,,,,,,,,,,,,119942,East & West Hendred CC - 2nd XI won the toss and elected to field,284082,45,,1,W,Harwell International CC - 1st XI - Won,284082,false,false,true,false,"<b>Harwell International CC 1st XI Innings</b><br/>
9.1 Harwell International CC 1st XI: 50 runs in 9.1 overs, 37 minutes, 7 extras<br/>21.1 Harwell International CC 1st XI: 100 runs in 21.1 overs, 90 minutes, 13 extras<br/>22.3 5th Wicket: 50 runs in 51 balls, 50 minutes, Joe Braham 8 (16), Max Schofield 36 (35), 6 extras
<br/>
<br/>
<b>East & West Hendred CC 2nd XI Innings</b><br/>
12.2 Toby Liam Gallington: 5 wickets (3.2-1-5-5)
<br/>
",,,Cherwell League,NA,NA
6579891,New,Yes,25/08/2024,,,,Friendly,Limited Overs,Standard,no,25/08/2024,14:00,Witney Mills,38266,Friendly XI,105141,Oxfordshire County Council Staff CC,4947,Friendly XI,15138,Harwell International CC,3220,,,,,,,,,,,,,15138,Harwell International CC - Friendly XI won the toss and elected to field,105141,,,1,W,Oxfordshire County Council Staff CC - Friendly XI - Won,105141,false,false,false,false,"<b>Oxfordshire County Council Staff CC Friendly XI Innings</b><br/>
9.3 1st Wicket: 50 runs in 58 balls, 34 minutes, Martin Addy 26 (31), Sayyid Hashim Ali Shah 17 (27), 7 extras<br/>9.3 Oxfordshire County Council Staff CC Friendly XI: 50 runs in 9.3 overs, 34 minutes, 7 extras<br/>19.5 Oxfordshire County Council Staff CC Friendly XI: 100 runs in 19.4 overs, 76 minutes, 15 extras<br/>21.2 Raunakk Banerjee: Hat-trick (2.2-0-6-3)<br/>29.6 Oxfordshire County Council Staff CC Friendly XI: 150 runs in 30.0 overs, 117 minutes, 18 extras
<br/>
<br/>
<b>Harwell International CC Friendly XI Innings</b><br/>
18.2 Harwell International CC Friendly XI: 50 runs in 18.2 overs, 65 minutes, 3 extras<br/>25.3 7th Wicket: 50 runs in 54 balls, 36 minutes, Raunakk Banerjee 22 (29), - Syed 17 (25), 11 extras<br/>26.3 Harwell International CC Friendly XI: 100 runs in 26.3 overs, 95 minutes, 14 extras<br/>33.2 Raunakk Banerjee: 50 runs in 52 balls, 75 minutes (8x4)<br/>34.3 Harwell International CC Friendly XI: 150 runs in 34.3 overs, 128 minutes, 20 extras
<br/>
",,,NA,NA,NA
6310075,New,Yes,17/03/2026,275,Division 7C,119996,League,Limited Overs,Standard,no,31/08/2024,12:30,Kennington,,3rd XI,210130,Wolvercote CC,7024,1st XI,284082,Harwell International CC,3220,Andrew Coate,6855248,Raz White,6375039,,,,,,,,,210130,Wolvercote CC - 3rd XI won the toss and elected to field,284082,45,,1,W,Harwell International CC - 1st XI - Won,284082,false,false,true,false,"<b>Harwell International CC 1st XI Innings</b><br/>
17.5 Harwell International CC 1st XI: 50 runs in 17.5 overs, 71 minutes, 1 extra<br/>29.2 Harwell International CC 1st XI: 100 runs in 29.2 overs, 116 minutes, 5 extras<br/>31.3 4th Wicket: 50 runs in 43 balls, 26 minutes, Joe Braham 10 (14), Max Schofield 36 (29), 4 extras<br/>37.3 Harwell International CC 1st XI: 150 runs in 37.3 overs, 145 minutes, 8 extras<br/>41.6 Harwell International CC 1st XI: 200 runs in 42.0 overs, 164 minutes, 10 extras<br/>43.6 7th Wicket: 50 runs in 25 balls, 18 minutes, Matt Davies 15 (12), Sooraj Pradeep 27 (13), 9 extras
<br/>
<br/>
<b>Wolvercote CC 3rd XI Innings</b><br/>
18.3 Wolvercote CC 3rd XI: 50 runs in 18.3 overs, 71 minutes, 12 extras<br/>29.1 Wolvercote CC 3rd XI: 100 runs in 29.1 overs, 108 minutes, 18 extras<br/>36.6 Wolvercote CC 3rd XI: 150 runs in 37.0 overs, 139 minutes, 22 extras
<br/>
",,,Cherwell League,NA,NA
6416612,New,Yes,06/09/2024,,,,Friendly,Limited Overs,Standard,no,01/09/2024,00:00,Harwell,11535,Friendly XI,15138,Harwell International CC,3220,Friendly XI,193072,Mandarins CC,12296,,,,,,,,,,,,,193072,Mandarins CC - Friendly XI won the toss and elected to bat,193072,,,1,W,Harwell International CC - Friendly XI - Won,15138,false,true,false,false,"<b>Mandarins CC Friendly XI Innings</b><br/>
13.3 Mandarins CC Friendly XI: 50 runs in 13.3 overs, 53 minutes, 11 extras<br/>22.5 2nd Wicket: 50 runs in 58 balls, 37 minutes, Tim Baxter 19 (25), Jonathan Wilmot 22 (33), 9 extras<br/>22.5 Mandarins CC Friendly XI: 100 runs in 22.5 overs, 94 minutes, 21 extras<br/>28.3 Tim Baxter: 50 runs in 82 balls, 120 minutes (3x4)<br/>32.4 Ethin George: 5 wickets (4.4-0-17-5)
<br/>
<br/>
<b>Harwell International CC Friendly XI Innings</b><br/>
14.3 Harwell International CC Friendly XI: 50 runs in 14.3 overs, 58 minutes, 4 extras<br/>28.3 Harwell International CC Friendly XI: 100 runs in 28.3 overs, 112 minutes, 10 extras<br/>34.1 Harwell International CC Friendly XI: 150 runs in 34.1 overs, 136 minutes, 11 extras
<br/>
",,,NA,NA,NA
6310077,New,Yes,07/09/2024,275,Division 7C,119996,League,Limited Overs,Standard,no,07/09/2024,12:30,Harwell,11535,1st XI,284082,Harwell International CC,3220,4th XI,107886,Didcot CC,2301,Cordelia Williams,5836484,Martin Friend,6287797,,,,,,,,,107886,Didcot CC - 4th XI won the toss and elected to field,284082,45,,1,W,Harwell International CC - 1st XI - Won,284082,false,false,true,false,"<b>Harwell International CC 1st XI Innings</b><br/>
12.3 1st Wicket: 50 runs in 75 balls, 56 minutes, James Wilson 20 (39), Toby Liam Gallington 18 (36), 7 extras<br/>12.3 Harwell International CC 1st XI: 50 runs in 12.3 overs, 56 minutes, 12 extras<br/>22.2 Harwell International CC 1st XI: 100 runs in 22.2 overs, 104 minutes, 18 extras<br/>32.5 Harwell International CC 1st XI: 150 runs in 32.5 overs, 142 minutes, 24 extras<br/>41.1 Harwell International CC 1st XI: 200 runs in 41.1 overs, 177 minutes, 27 extras<br/>42.3 7th Wicket: 50 runs in 45 balls, 29 minutes, Rakesh Shah 19 (18), Jon Timms 30 (27), 1 extra
<br/>
<br/>
<b>Didcot CC 4th XI Innings</b><br/>
14.1 Didcot CC 4th XI: 50 runs in 14.1 overs, 66 minutes, 9 extras
<br/>
",,,Cherwell League,NA,NA
6306205,New,Yes,14/09/2024,,,,Friendly,Limited Overs,Standard,no,08/09/2024,13:00,Cow Common,57888,Friendly XI,196653,Ewelme & Benson CC,2633,Friendly XI,15138,Harwell International CC,3220,,,,,,,,,,,,,196653,Ewelme & Benson CC - Friendly XI won the toss and elected to field,15138,,,1,A,Abandoned,,true,false,false,false,"<b>Harwell International CC Friendly XI Innings</b><br/>
15.6 Harwell International CC Friendly XI: 50 runs in 16.0 overs, 63 minutes, 2 extras<br/>18.4 3rd Wicket: 50 runs in 78 balls, 49 minutes, Thomas Forrest 15 (40), James Goldsby-West 33 (38), 2 extras<br/>21.5 James Goldsby-West: 50 runs in 47 balls, 61 minutes (6x4)<br/>23.1 Harwell International CC Friendly XI: 100 runs in 23.1 overs, 95 minutes, 3 extras<br/>34.3 Harwell International CC Friendly XI: 150 runs in 34.3 overs, 139 minutes, 7 extras
<br/>
",,,NA,NA,NA
6935036,New,Yes,03/05/2025,,,,Friendly,Limited Overs,Standard,no,03/05/2025,13:00,Charlton Village Road,491,1st XI,89480,Wantage & Grove CC,6648,1st XI,284082,Harwell International CC,3220,,,,,,,,,Simon Wilkinson,5626441,,,89480,Wantage & Grove CC - 1st XI won the toss and elected to bat,89480,,,1,W,Harwell International CC - 1st XI - Won,284082,false,false,false,false,"<b>Wantage & Grove CC 1st XI Innings</b><br/>
13.1 Wantage & Grove CC 1st XI: 50 runs in 13.1 overs, 49 minutes, 5 extras<br/>22.3 Wantage & Grove CC 1st XI: 100 runs in 22.1 overs, 87 minutes, 13 extras<br/>25.5 4th Wicket: 50 runs in 53 balls, 35 minutes, Khizzer Iqbal 20 (28), William Bury 20 (25), 13 extras<br/>31.3 Wantage & Grove CC 1st XI: 150 runs in 31.3 overs, 130 minutes, 21 extras
<br/>
<br/>
<b>Harwell International CC 1st XI Innings</b><br/>
13.2 3rd Wicket: 50 runs in 66 balls, 41 minutes, Rakesh Shah 21 (32), Graham Stevens 26 (34), 3 extras<br/>13.2 Harwell International CC 1st XI: 50 runs in 13.2 overs, 50 minutes, 4 extras<br/>27.1 Graham Stevens: 50 runs in 72 balls, 99 minutes (6x4)<br/>27.3 Harwell International CC 1st XI: 100 runs in 27.3 overs, 110 minutes, 7 extras<br/>32.1 Harwell International CC 1st XI: 150 runs in 32.0 overs, 133 minutes, 19 extras<br/>32.2 9th Wicket: 50 runs in 28 balls, 23 minutes, Jon Timms 5 (8), Ethin George 33 (20), 12 extras<br/>39.6 Ethin George: 50 runs in 40 balls, 49 minutes (7x4, 2x6)
<br/>
",,,NA,NA,NA
6974182,New,Yes,05/05/2025,,,,Friendly,Limited Overs,Standard,no,04/05/2025,13:00,Gardiner Recreation Ground,7664,Sunday XI,53920,Goring on Thames CC,2946,Friendly XI,15138,Harwell International CC,3220,,,,,,,,,,,,,53920,Goring on Thames CC - Sunday XI won the toss and elected to bat,53920,,,1,W,Goring on Thames CC - Sunday XI - Won,53920,false,false,false,false,,,,NA,NA,NA
6924687,New,Yes,08/05/2025,16676,Division 3 South,128550,League,Limited Overs,Standard,no,07/05/2025,18:00,Newbury Cricket Club,10285,Midweek Development XI,329433,Newbury CC,4560,Midweek XI,15137,Harwell International CC,3220,,,,,,,,,,,,,329433,Newbury CC - Midweek Development XI won the toss and elected to field,15137,20,,1,W,Newbury CC - Midweek Development XI - Won,329433,false,false,true,false,,,,Downs League,NA,NA
6910819,New,Yes,10/05/2025,275,Division 9B,126849,League,Limited Overs,Standard,no,10/05/2025,13:00,Marcham,,2nd XI,195890,Marcham CC,4207,2nd XI,378560,Harwell International CC,3220,,,,,,,,,Cordelia Williams,6446400,,,195890,Marcham CC - 2nd XI won the toss and elected to bat,195890,40,,1,W,Harwell International CC - 2nd XI - Won,378560,false,false,true,false,"<b>Marcham CC 2nd XI Innings</b><br/>
11.3 Marcham CC 2nd XI: 50 runs in 11.3 overs, 52 minutes, 5 extras<br/>20.4 Marcham CC 2nd XI: 100 runs in 20.4 overs, 102 minutes, 17 extras<br/>32.4 Marcham CC 2nd XI: 150 runs in 32.4 overs, 155 minutes, 28 extras
<br/>
<br/>
<b>Harwell International CC 2nd XI Innings</b><br/>
7.5 Harwell International CC 2nd XI: 50 runs in 7.4 overs, 35 minutes, 13 extras<br/>11.6 Paul Eccleston: 50 runs in 36 balls, 53 minutes (10x4)<br/>13.2 Harwell International CC 2nd XI: 100 runs in 13.1 overs, 64 minutes, 17 extras<br/>19.4 Harwell International CC 2nd XI: 150 runs in 19.4 overs, 95 minutes, 26 extras<br/>20.5 5th Wicket: 50 runs in 42 balls, 32 minutes, Thomas Forrest 4 (14), Sooraj Pradeep 40 (28), 8 extras
<br/>
",,,Cherwell League,NA,NA
6910096,New,Yes,11/05/2025,275,Division 6C,126840,League,Limited Overs,Standard,no,10/05/2025,13:00,Harwell,11535,1st XI,284082,Harwell International CC,3220,4th XI,107886,Didcot CC,2301,,,,,,,,,,,,,107886,Didcot CC - 4th XI won the toss and elected to bat,107886,45,,1,W,Harwell International CC - 1st XI - Won,284082,false,false,true,false,"<p><strong>Didcot&nbsp;CC&nbsp;4th&nbsp;XI&nbsp;Innings</strong><br />
12.3&nbsp;Didcot&nbsp;CC&nbsp;4th&nbsp;XI:&nbsp;50&nbsp;runs&nbsp;in&nbsp;12.3&nbsp;overs,&nbsp;62&nbsp;minutes,&nbsp;5&nbsp;extras<br />
24.1&nbsp;Didcot&nbsp;CC&nbsp;4th&nbsp;XI:&nbsp;100&nbsp;runs&nbsp;in&nbsp;24.1&nbsp;overs,&nbsp;112&nbsp;minutes,&nbsp;10&nbsp;extras<br />
<br />
<strong>Harwell&nbsp;International&nbsp;CC&nbsp;1st&nbsp;XI&nbsp;Innings</strong><br />
17.2&nbsp;Harwell&nbsp;International&nbsp;CC&nbsp;1st&nbsp;XI:&nbsp;50&nbsp;runs&nbsp;in&nbsp;17.1&nbsp;overs,&nbsp;73&nbsp;minutes,&nbsp;13&nbsp;extras<br />
30.3&nbsp;Harwell&nbsp;International&nbsp;CC&nbsp;1st&nbsp;XI:&nbsp;100&nbsp;runs&nbsp;in&nbsp;30.3&nbsp;overs,&nbsp;124&nbsp;minutes,&nbsp;26&nbsp;extras</p>
",,,Cherwell League,NA,NA
7065275,New,Yes,27/06/2025,,,,Friendly,Limited Overs,Standard,no,11/05/2025,13:30,Harwell,11535,Friendly XI,15138,Harwell International CC,3220,Friendly XI,105141,Oxfordshire County Council Staff CC,4947,,,,,,,,,,,,,105141,Oxfordshire County Council Staff CC - Friendly XI won the toss and elected to bat,105141,,,1,W,Oxfordshire County Council Staff CC - Friendly XI - Won,105141,false,false,false,false,"<b>Oxfordshire County Council Staff CC Friendly XI Innings</b><br/>
11.3 Oxfordshire County Council Staff CC Friendly XI: 50 runs in 11.3 overs, 47 minutes, 8 extras<br/>19.5 Oxfordshire County Council Staff CC Friendly XI: 100 runs in 19.5 overs, 85 minutes, 13 extras<br/>20.5 5th Wicket: 50 runs in 51 balls, 36 minutes, - Amir 23 (26), Umar Mehmood 21 (25), 6 extras<br/>21.5 - Amir: 50 runs in 57 balls, 75 minutes (10x4)<br/>23.7 Oxfordshire County Council Staff CC Friendly XI: 150 runs in 24.0 overs, 104 minutes, 21 extras<br/>25.2 5th Wicket: 100 runs in 80 balls, 58 minutes, - Amir 44 (42), Umar Mehmood 46 (38), 12 extras<br/>26.2 Umar Mehmood: 50 runs in 41 balls, 61 minutes (9x4)<br/>29.1 Oxfordshire County Council Staff CC Friendly XI: 200 runs in 29.1 overs, 136 minutes, 24 extras
<br/>
<br/>
<b>Harwell International CC Friendly XI Innings</b><br/>
7.6 Harwell International CC Friendly XI: 50 runs in 8.0 overs, 36 minutes, 2 extras<br/>13.5 3rd Wicket: 50 runs in 51 balls, 36 minutes, Raunakk Banerjee 24 (27), Jamie Ross 19 (24), 7 extras<br/>15.2 Raunakk Banerjee: 50 runs in 47 balls, 69 minutes (8x4)<br/>15.4 Harwell International CC Friendly XI: 100 runs in 15.4 overs, 72 minutes, 9 extras<br/>25.5 Harwell International CC Friendly XI: 150 runs in 25.5 overs, 126 minutes, 18 extras<br/>25.6 Mozamal Nazir: 5 wickets (5-0-16-5)
<br/>
",,,NA,NA,NA
6924876,New,Yes,25/07/2025,16676,Division 3 South,128550,League,Limited Overs,Standard,no,14/05/2025,18:00,Add New Ground,,Midweek XI,222461,The Pirates CC,16332,Midweek XI,15137,Harwell International CC,3220,,,,,,,,,,,,,222461,The Pirates CC - Midweek XI won the toss and elected to field,15137,20,,1,W,The Pirates CC - Midweek XI - Won,222461,false,false,true,false,,,,Downs League,NA,NA
6910103,New,Yes,26/05/2025,275,Division 6C,126840,League,Limited Overs,Standard,no,17/05/2025,13:00,Frieth Cricket Club,41999,1st XI,68775,Frieth CC,8317,1st XI,284082,Harwell International CC,3220,,,,,,,,,,,,,284082,Harwell International CC - 1st XI won the toss and elected to field,68775,45,,1,W,Frieth CC - 1st XI - Won,68775,true,false,true,false,,,,Cherwell League,NA,NA
6910820,New,Yes,19/05/2025,275,Division 9B,126849,League,Limited Overs,Standard,no,17/05/2025,13:00,Harwell,11535,2nd XI,378560,Harwell International CC,3220,2nd XI,378562,West Ilsley CC,9181,,,,,,,,,,,,,378562,West Ilsley CC - 2nd XI won the toss and elected to field,378560,40,,1,W,West Ilsley CC - 2nd XI - Won,378562,false,true,true,false,"<b>Harwell International CC 2nd XI Innings</b><br/>
16.3 Harwell International CC 2nd XI: 50 runs in 16.3 overs, 75 minutes, 10 extras
<br/>
<br/>
<b>West Ilsley CC 2nd XI Innings</b><br/>
11.4 1st Wicket: 50 runs in 72 balls, 43 minutes, Ralph Taylor 10 (40), George Briggs 28 (32), 14 extras<br/>11.4 West Ilsley CC 2nd XI: 50 runs in 11.4 overs, 43 minutes, 14 extras<br/>17.6 West Ilsley CC 2nd XI: 100 runs in 18.0 overs, 70 minutes, 20 extras
<br/>
",,,Cherwell League,NA,NA
